market_id,start_date,last_observed_date,n_observations,first_probability,final_probability,mean_probability,median_probability,min_probability,max_probability,probability_volatility,id,question,slug,category,endDate,closed,volume,liquidity,outcomes,outcomePrices,clobTokenIds,yes_token_id,endDate_dt,outcome,market_duration_days,probability_change,abs_probability_change,surprise,abs_surprise,realized_volatility,probability_range,trend,max_drawdown,reversals,shannon_entropy,skewness,kurtosis,autocorrelation
253391,2023-12-11 22:00:02+00:00,2024-03-30 23:00:03+00:00,2641,0.0805,0.0005,0.0834333585762968,0.0545,0.0005,0.506,0.0896500124032622,253391,"Will Biden be impeached by March 31, 2024?",will-biden-be-impeached-by-march-31-2024,,2024-03-31T00:00:00Z,True,37027.301095,,"[""Yes"", ""No""]","[""0"", ""1""]","[""58499699066661565498614468437246548340562017448350821568465272596703204493202"", ""54111379201958606669790804205272652382065471954256341131348851792170310258386""]",58499699066661565498614468437246548340562017448350821568465272596703204493202,2024-03-31 00:00:00+00:00,0,110,-0.08,0.08,-0.0005,0.0005,0.9718905,0.5055000000000001,-8.658754465084778e-05,0.99901185770751,173,0.04224733748170502,5.649824523305181,406.24825923560627,-6.741971943990792e-05
253399,2023-12-12 20:00:03+00:00,2024-06-29 23:00:03+00:00,4802,0.19,0.0005,0.1179651187005414,0.125,0.0005,0.635,0.0959484668531876,253399,Ceasefire between Russia and Ukraine by June 30?,ceasefire-between-russia-and-ukraine-by-june,,2024-06-30T00:00:00Z,True,357703.461164,,"[""Yes"", ""No""]","[""0"", ""1""]","[""13437660449374713654760769676799199600029352285146096022294527977361536270179"", ""2695811811952786757944020316773226887292996880505102133673169325314158239053""]",13437660449374713654760769676799199600029352285146096022294527977361536270179,2024-06-30 00:00:00+00:00,0,200,-0.1895,0.1895,-0.0005,0.0005,0.96810075,0.6345000000000001,-6.116247839121605e-05,0.9992125984251968,604,0.06383161352610309,3.835584132431021,411.81834569506555,-0.1809294065889686
253401,2023-12-12 19:00:03+00:00,2023-12-30 23:00:02+00:00,437,0.5,0.065,0.4383752860411899,0.495,0.0295,0.85,0.2096809719172191,253401,US Congress approve more Ukraine aid in 2023?,us-congress-approve-more-ukraine-aid-in-2023,,2023-12-31T00:00:00Z,True,107430.868515,0.0,"[""Yes"", ""No""]","[""0"", ""1""]","[""40963398151633583311793084740566145454434023006821522760525881993042317448926"", ""95026157944758557738874072267822401940700738574689482975546906065536411093759""]",40963398151633583311793084740566145454434023006821522760525881993042317448926,2023-12-31 00:00:00+00:00,0,18,-0.435,0.435,-0.065,0.065,1.5580855,0.8205,-0.0002947892260718,0.9652941176470587,256,0.7769749628745731,1.4237155590681545,37.38877741930322,-0.009410716198460737
253402,2023-12-12 20:00:03+00:00,2024-01-10 23:00:03+00:00,699,0.5,0.455,0.4333404864091559,0.415,0.205,0.685,0.1439771002378029,253402,US inflation >0.2% from Nov to Dec 2023?,us-inflation-0pt2-from-nov-to-dec-2023,,2024-01-11T00:00:00Z,True,28545.561724,0.0,"[""Yes"", ""No""]","[""1"", ""0""]","[""52729239680134382145529699840145268299831690452697055294507799842917120910180"", ""87467427536965806666218239589970101254619895821303513749749222308390497640820""]",52729239680134382145529699840145268299831690452697055294507799842917120910180,2024-01-11 00:00:00+00:00,1,29,-0.0449999999999999,0.0449999999999999,0.5449999999999999,0.5449999999999999,1.8878750000000009,0.4800000000000001,0.0002297093034491,0.6861313868613139,192,0.4426455273900902,0.13580677287358825,20.516274830566275,-0.02250384745618585
253973,2024-01-17 22:00:02+00:00,2024-01-18 06:00:02+00:00,9,0.2,0.9995,0.5236666666666667,0.33,0.16,0.9995,0.3751810396328685,253973,Will Pakistan strike Iran by Saturday?,will-pakistan-strike-iran-by-saturday,,2024-01-20T00:00:00Z,True,18873.560953,0.0,"[""Yes"", ""No""]","[""1"", ""0""]","[""96950588438853114281046141409169924782694673101802904300774749447095925976292"", ""4101691699507166973457588341580057629184055920632197330932720652842610973826""]",96950588438853114281046141409169924782694673101802904300774749447095925976292,2024-01-20 00:00:00+00:00,1,0,0.7995000000000001,0.7995000000000001,0.0004999999999999,0.0004999999999999,0.37532325,0.8395,0.1181416666666666,0.5151515151515151,2,,0.8388135894487384,-0.9475492686667244,
254049,2024-01-23 00:00:03+00:00,2024-02-14 23:00:02+00:00,552,0.5,0.007,0.0597545289855072,0.045,0.007,0.5,0.0610955261769141,254049,Will US attack Iran by February 15?,will-us-attack-iran-by-february-15,,2024-02-15T00:00:00Z,True,237401.153348,0.0,"[""Yes"", ""No""]","[""0"", ""1""]","[""26669700241573375119976961385531980031379324449862873122753762054452038569521"", ""100297535762894808597500470485092668411632487779273845892510178798023131438727""]",26669700241573375119976961385531980031379324449862873122753762054452038569521,2024-02-15 00:00:00+00:00,0,22,-0.493,0.493,-0.007,0.007,0.410249,0.493,-0.0002005762311097,0.986,200,0.13700517862166497,1.4370943599242947,154.50223033668055,-0.28825232231173914
254557,2024-02-20 20:00:02+00:00,2024-03-30 23:00:03+00:00,940,0.5,0.0055,0.2894989361702128,0.315,0.003,0.76,0.2360588431337769,254557,Ukraine aid package by March 31?,ukraine-aid-package-by-march-31,,2024-03-31T00:00:00Z,True,55339.90377,,"[""Yes"", ""No""]","[""0"", ""1""]","[""60862042338635486604436082347256370904792043407525791185197290321483004671159"", ""112987662463568793161114828802875891188301759521009477883351805733563613193562""]",60862042338635486604436082347256370904792043407525791185197290321483004671159,2024-03-31 00:00:00+00:00,0,39,-0.4945,0.4945,-0.0055,0.0055,0.17717525,0.757,-0.0008239113328412,0.9960526315789474,250,0.2148918330823142,-3.251339136930848,95.10905280340661,-0.07184788012545076
254571,2024-02-21 18:00:02+00:00,2024-12-30 23:00:04+00:00,7516,0.245,0.0035,0.0982848589675359,0.09,0.0015,0.507,0.0631844632495556,254571,Russian nuke in space in 2024?,russian-nuke-in-space-in-2024,,2024-12-31T00:00:00Z,True,49804.8718070007,,"[""Yes"", ""No""]","[""0"", ""1""]","[""114914880685061010800990935542529154665558661430603094645097132814178448580297"", ""46605349691831287590248095862714851027249755717621028386138188711008595756776""]",114914880685061010800990935542529154665558661430603094645097132814178448580297,2024-12-31 00:00:00+00:00,0,313,-0.2415,0.2415,-0.0035,0.0035,0.8702547500000001,0.5055000000000001,-2.2489062912112627e-05,0.9970414201183432,1538,0.027136467744601676,7.292652905851582,1272.0287808099506,-0.004958812823220158
254572,2024-03-21 17:00:04+00:00,2024-09-18 22:00:02+00:00,4348,0.075,0.0005,0.1511722631094756,0.135,0.0005,0.665,0.116533953872213,254572,Will Fed cut interest rates 0 times in 2024?,will-fed-cut-interest-rates-0-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,2049580.060001,,"[""Yes"", ""No""]","[""0"", ""1""]","[""89696659573954222419095252604067183414791320102947583740730535398317437004018"", ""76362906424219538638487419695671927644930476168037870259478696895326164222360""]",89696659573954222419095252604067183414791320102947583740730535398317437004018,2024-12-30 12:00:00+00:00,0,181,-0.0745,0.0745,-0.0005,0.0005,0.6769727500000001,0.6645000000000001,-6.16148359354198e-05,0.999248120300752,1244,0.11906932424614108,2.6716918096191247,500.53159335553795,-0.21576060874005934
254573,2024-03-21 17:00:04+00:00,2024-09-18 21:00:02+00:00,4347,0.15,0.0005,0.2027708764665286,0.25,0.0005,0.575,0.1159077176419445,254573,Will Fed cut interest rates 1 time in 2024?,will-fed-cut-interest-rates-1-time-by-dec-meeting,,2024-12-30T12:00:00Z,True,1407495.111446,,"[""Yes"", ""No""]","[""0"", ""1""]","[""32272860844231060811233757055954807457524340164340805418730029984354041556115"", ""1618857704234890893534871854732768737487882794117540112072599908645532035187""]",32272860844231060811233757055954807457524340164340805418730029984354041556115,2024-12-30 12:00:00+00:00,0,181,-0.1495,0.1495,-0.0005,0.0005,0.3224012499999999,0.5745,-5.778374567031211e-05,0.9991304347826088,1147,0.0839826704902736,2.617495949684913,524.4876534285656,-0.03358953738734487
254576,2024-03-21 17:00:04+00:00,2024-11-08 02:00:02+00:00,5552,0.22,0.0005,0.1987210014409222,0.23,0.0005,0.62,0.1155516678968495,254576,Will Fed cut interest rates 2 times in 2024?,will-fed-cut-interest-rates-2-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,3982525.829184,,"[""Yes"", ""No""]","[""0"", ""1""]","[""3871927428485769761941293093301936346966585290331404922187519259041214679155"", ""110973344135995149785112705399269170498135973278560074168823250862703105635177""]",3871927428485769761941293093301936346966585290331404922187519259041214679155,2024-12-30 12:00:00+00:00,0,231,-0.2195,0.2195,-0.0005,0.0005,0.9887137499999998,0.6195,-5.026061107098651e-05,0.9991935483870968,1652,0.07055560238845347,2.9292639596266423,372.50281647232634,-0.15194199241973488
254577,2024-03-21 17:00:04+00:00,2024-12-18 22:00:04+00:00,6532,0.27,0.0005,0.2023299908144519,0.185,0.0005,0.455,0.110258019903841,254577,Will Fed cut interest rates 3 times in 2024?,will-fed-cut-interest-rates-3-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,8337156.91915808,,"[""Yes"", ""No""]","[""0"", ""1""]","[""35768725149562192699070006303662567010406472338668143689111965491738000793190"", ""83892466078931422939390853849139934691334210073755987430603016034195037277387""]",35768725149562192699070006303662567010406472338668143689111965491738000793190,2024-12-30 12:00:00+00:00,0,272,-0.2695,0.2695,-0.0005,0.0005,0.3370577499999999,0.4545,8.878579058475324e-06,0.9989010989010988,2134,0.23160695852389934,-5.744807798015658,183.516192706372,0.02190756967414075
254578,2024-03-21 17:00:04+00:00,2024-12-18 22:00:04+00:00,6532,0.16,0.9995,0.2843994947948561,0.175,0.0225,0.9995,0.2775430167236009,254578,Will Fed cut interest rates 4 times in 2024?,will-fed-cut-interest-rates-4-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,6812524.970527,,"[""Yes"", ""No""]","[""1"", ""0""]","[""101669189743438912873361127612589311253202068943959811456820079057046819967115"", ""113332423559050930347591987511234765387649957428761857688151517507261414072694""]",101669189743438912873361127612589311253202068943959811456820079057046819967115,2024-12-30 12:00:00+00:00,1,272,0.8395,0.8395,0.0004999999999999,0.0004999999999999,0.2194267499999999,0.977,0.0001292384181037,0.8783783783783784,2421,0.17463509448295558,9.047907408086449,306.6652860651378,0.0512111696158816
254579,2024-03-21 17:00:04+00:00,2024-12-18 22:00:04+00:00,6532,0.045,0.0005,0.0753346601347213,0.0255,0.0005,0.4165,0.1022933366538143,254579,Will Fed cut interest rates 5 times in 2024?,will-fed-cut-interest-rates-5-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,6683117.51304494,,"[""Yes"", ""No""]","[""0"", ""1""]","[""47297524982498421283461933358535593734005022410217129184450501581717779411296"", ""59078630628332761069867151549679577601661122300168805150493001088287567354081""]",47297524982498421283461933358535593734005022410217129184450501581717779411296,2024-12-30 12:00:00+00:00,0,272,-0.0445,0.0445,-0.0005,0.0005,0.1387947499999999,0.416,1.408195680377322e-05,0.9987995198079233,2191,0.04388509173825282,8.448722688025715,766.007075709908,-0.13066732004369114
254580,2024-03-21 17:00:04+00:00,2024-12-18 22:00:04+00:00,6532,0.03,0.0005,0.0441565370483772,0.0305,0.0005,0.2995,0.0434435047982024,254580,Will Fed cut interest rates 6+ times in 2024?,will-fed-cut-interest-rates-6-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,20169086.258574,,"[""Yes"", ""No""]","[""0"", ""1""]","[""84643183405420394202022228902561826740846808356501215227161666889870223731025"", ""58554034321367267952114748479751883364578049339591712689184773821576920660326""]",84643183405420394202022228902561826740846808356501215227161666889870223731025,2024-12-30 12:00:00+00:00,0,272,-0.0295,0.0295,-0.0005,0.0005,0.05982425,0.299,1.0223448028273875e-06,0.998330550918197,1824,0.13091698572232985,-5.872020919487113,525.2202411056493,-0.08509332937517614
254600,2024-02-21 23:00:03+00:00,2024-11-04 23:00:02+00:00,6168,0.615,0.5,0.5590491245136187,0.555,0.445,0.65,0.0443040669815569,254600,House control after 2024 election?,house-control-after-2024-election,,2024-11-05T00:00:00Z,True,7967497.858254,,"[""Democratic"", ""Republican""]","[""0"", ""1""]","[""101855562831265107203442419096879190899859816025360403919576363159629903511162"", ""52305181636507151858662345358653712096897417621314252379525645226272149566924""]",101855562831265107203442419096879190899859816025360403919576363159629903511162,2024-11-05 00:00:00+00:00,0,256,-0.1149999999999999,0.1149999999999999,-0.5,0.5,0.058325,0.205,4.495042360803942e-06,0.3153846153846154,392,0.11222023502853751,-13.487604383791927,602.3361761264937,-0.014422240476504165
254631,2024-02-22 18:00:02+00:00,2024-02-28 23:00:03+00:00,150,0.5,0.0075,0.1813166666666666,0.0925,0.0075,0.695,0.2009232750878698,254631,Will Gemini generate images of people again in February?,will-gemini-generate-images-of-people-again-in-february,,2024-02-29T00:00:00Z,True,34329.323445,0.0,"[""Yes"", ""No""]","[""0"", ""1""]","[""81327248904333667515297026454030185327728816623152607985199593821927225446662"", ""5090707677893697415620633727371494750065861834883460198060230603807309469032""]",81327248904333667515297026454030185327728816623152607985199593821927225446662,2024-02-29 00:00:00+00:00,0,6,-0.4925,0.4925,-0.0075,0.0075,0.3680482499999999,0.6875,-0.0040449699986666,0.9892086330935252,73,0.6686247793407988,2.459678084552214,24.195310188567547,-0.24861286770156835
255333,2024-03-07 19:00:03+00:00,2024-03-30 23:00:03+00:00,557,0.505,0.05,0.0928007181328545,0.075,0.05,0.505,0.0385513504068066,255333,Will X remove likes + reposts counter in March?,will-x-remove-likes-reposts-counter-in-march,,2024-03-31T00:00:00Z,True,11403.704168,,"[""Yes"", ""No""]","[""0"", ""1""]","[""39050296324364445809641664684679872936491115626778324924525327416420800978175"", ""89653695069359541980362576745906162289788383968359861266833283134215457248801""]",39050296324364445809641664684679872936491115626778324924525327416420800978175,2024-03-31 00:00:00+00:00,0,23,-0.455,0.455,-0.05,0.05,0.1776249999999999,0.455,-0.0001210203436254,0.900990099009901,77,0.09525744048800672,-15.351380484785247,317.9116907436338,0.019179790907401684
255335,2024-03-08 20:00:03+00:00,2024-09-17 23:00:02+00:00,4634,0.5,0.9865,0.7165612861458783,0.785,0.2,0.9875,0.2061614830924671,255335,Fed rate cut by September 18?,fed-rate-cut-by-september-18,,2024-09-18T00:00:00Z,True,20345317.826273,,"[""Yes"", ""No""]","[""1"", ""0""]","[""50376722767982976792819483321675476184683505970028931051190616149906273365875"", ""37897010840099630081979453373185488191860949983734816397821701022706799414185""]",50376722767982976792819483321675476184683505970028931051190616149906273365875,2024-09-18 00:00:00+00:00,1,193,0.4865,0.4865,0.0134999999999999,0.0134999999999999,0.4520342499999999,0.7875000000000001,6.903691077500798e-05,0.7815401419989078,1938,0.1821300691351326,7.222849231110967,341.7811151828085,-0.02222325021138436
255336,2024-03-08 20:00:03+00:00,2024-09-18 20:00:02+00:00,4655,0.875,0.9995,0.8023324382384532,0.842,0.295,0.9995,0.1526023896320329,255336,Fed rate cut by November 7?,fed-rate-cut-by-november-7,,2024-11-07T00:00:00Z,True,2020982.792054,,"[""Yes"", ""No""]","[""1"", ""0""]","[""93228023618410490101171282292262923995154960859974869936361626344713447693757"", ""65773435103546041498070625786375232393837706669787188912401598120638608594915""]",93228023618410490101171282292262923995154960859974869936361626344713447693757,2024-11-07 00:00:00+00:00,1,193,0.1245,0.1245,0.0004999999999999,0.0004999999999999,0.4567092499999999,0.7045000000000001,5.754720698252855e-05,0.6843231674692348,1349,0.10794430881475751,-1.5528819173094948,242.44084218477246,-0.1569169351731247
255337,2024-03-08 20:00:03+00:00,2024-09-18 20:00:02+00:00,4655,0.95,0.9995,0.8489045112781956,0.864,0.421,0.9995,0.1119776142767429,255337,Fed rate cut by December 18?,fed-rate-cut-by-december-18,,2024-12-18T00:00:00Z,True,2269863.269023,,"[""Yes"", ""No""]","[""1"", ""0""]","[""114348764082100671299495859311302103169701355134735300981582468907792902121612"", ""66617594884926885005192561525755499429675143764862756277959731751993175054056""]",114348764082100671299495859311302103169701355134735300981582468907792902121612,2024-12-18 00:00:00+00:00,1,193,0.0495000000000001,0.0495000000000001,0.0004999999999999,0.0004999999999999,0.26621075,0.5785,4.465429820493566e-05,0.5568421052631578,1244,0.0816436996051978,-4.99911783944604,389.2965411502871,-0.04093860873522698
255410,2024-03-11 16:00:03+00:00,2024-03-11 23:00:02+00:00,8,0.55,0.535,0.54625,0.545,0.53,0.57,0.0148203528008903,255410,US inflation >0.4% from Feb to March 2024?,us-inflation-0pt4-from-feb-to-march-2024,,2024-03-12T00:00:00Z,True,8076.511604,,"[""Yes"", ""No""]","[""0"", ""1""]","[""53150098193919570098330588329566768225364218218238330785340892842266384350036"", ""30477998771030769379546453262381760435510954300454560646218315934450558586064""]",53150098193919570098330588329566768225364218218238330785340892842266384350036,2024-03-12 00:00:00+00:00,0,0,-0.015,0.015,-0.535,0.535,0.0008749999999999,0.0399999999999999,-0.0048809523809523,0.0701754385964911,3,,0.8771202053369015,-0.2603418557885737,
